fuente_datos,fecha_procesamiento,id_registro,empresa_organizacion,cargo_area,ciudad,pais,tecnologia_principal,framework_herramienta,nivel_experiencia,salario_usd,modalidad_tipo,fecha_referencia,anio_referencia,edad,anos_experiencia,nivel_educativo,certificaciones,inversion_usd,participantes,duracion_meses,satisfaccion_promedio,tiene_salario,rango_salario,tiene_experiencia,nivel_experiencia_grupo,pais_normalizado,ciudad_normalizada,mes_procesamiento,ano_procesamiento,categoria_salario,grupo_edad,anio,mes
empleos_tech,2025-11-17 12:53:41.105338,JOB-100025,DevOpsLab,Data Scientist,Concepción,Chile,PHP,FastAPI,Senior,34761.0,Presencial,,,,,,,,,,,True,<50K,False,,Chile,Concepción,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100026,IA Factory,BI Developer,Puebla,México,Python,Spring,Junior,11266.0,Presencial,,,,,,,,,,,True,<50K,False,,México,Puebla,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100027,RocketSoft,Data Analyst,Monterrey,México,Swift,Django,Junior,13524.0,Presencial,,,,,,,,,,,True,<50K,False,,México,Monterrey,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100028,CloudForge,Cloud Architect,CONCEPCIÓN,Chile,PHP,Laravel,Senior,22986.0,Híbrido,,,,,,,,,,,True,<50K,False,,Chile,Concepción,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100029,NeoTech,Data Engineer,Puebla,México,Swift,Angular,Senior,29.166,Híbrido,,,,,,,,,,,True,<50K,False,,México,Puebla,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100030,NeoTech,DevOps Engineer,New York,USA,Java,React,Senior,124.691,Presencial,,,,,,,,,,,True,<50K,False,,Usa,New York,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100031,DevOpsLab,Cloud Architect,Buenos Aires,Argentina,C#,Flask,Mid,17772.0,Remoto,,,,,,,,,,,True,<50K,False,,Argentina,Buenos Aires,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100032,SoftSmart,Fullstack Developer,New York,USA,PHP,Flask,Senior,,Híbrido,,,,,,,,,,,False,,False,,Usa,New York,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100033,BluePixel,Cybersecurity Analyst,Bogotá,Colombia,Java,Flask,Junior,7222.0,Remoto,,,,,,,,,,,True,<50K,False,,Colombia,Bogotá,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100034,Atlas Systems,DevOps Engineer,Valparaíso,Chile,JavaScript,Vue,Senior,37811.0,Híbrido,,,,,,,,,,,True,<50K,False,,Chile,Valparaíso,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100035,CloudForge,Frontend Developer,arequipa,Perú,Python,Spark,Junior,9940.0,Remoto,,,,,,,,,,,True,<50K,False,,Perú,Arequipa,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100036,Lambda Solutions,Cybersecurity Analyst,CDMX,México,R,Angular,Senior,22.697,Remoto,,,,,,,,,,,True,<50K,False,,México,Cdmx,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100037,SoftSmart,Frontend Developer,Lima,Perú,Scala,Angular,Senior,20648.0,Híbrido,,,,,,,,,,,True,<50K,False,,Perú,Lima,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100038,CodeWorks,Data Scientist,Puebla,México,Python,Vue,Senior,30726.0,Remoto,,,,,,,,,,,True,<50K,False,,México,Puebla,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100039,QuantumWare,Cybersecurity Analyst,San Francisco,USA,Go,React,Junior,96134.0,Híbrido,,,,,,,,,,,True,75K-100K,False,,Usa,San Francisco,11,2025,75K-100K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100040,DataNova,Data Analyst,CDMX,México,Scala,Angular,Mid,17110.0,Presencial,,,,,,,,,,,True,<50K,False,,México,Cdmx,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100041,BluePixel,Data Scientist,SEATTLE,USA,Kotlin,Spring,Junior,85584.0,Híbrido,,,,,,,,,,,True,75K-100K,False,,Usa,Seattle,11,2025,75K-100K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100042,BluePixel,Backend Developer,SEATTLE,USA,PHP,Spring,Junior,73948.0,Presencial,,,,,,,,,,,True,50K-75K,False,,Usa,Seattle,11,2025,50K-75K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100043,DataNova,Data Analyst,Rosario,Argentina,Go,Flask,Junior,17.363,Híbrido,,,,,,,,,,,True,<50K,False,,Argentina,Rosario,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100044,DevOpsLab,MLOps Engineer,???,España,TypeScript,.NET,Mid,33.708,Presencial,,,,,,,,,,,True,<50K,False,,España,???,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100045,GreenBit,Data Engineer,Cusco,Perú,Swift,Spring,Senior,18.742,Presencial,,,,,,,,,,,True,<50K,False,,Perú,Cusco,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100046,CodeWorks,ML Engineer,Córdoba,Argentina,Scala,Node.js,Junior,11672.0,Presencial,,,,,,,,,,,True,<50K,False,,Argentina,Córdoba,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100047,DataNova,Cloud Architect,Bucaramanga,Colombia,Java,Vue,Senior,17765.0,Híbrido,,,,,,,,,,,True,<50K,False,,Colombia,Bucaramanga,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100048,SoftSmart,Backend Developer,???,Perú,Scala,FastAPI,Mid,24.068,Híbrido,,,,,,,,,,,True,<50K,False,,Perú,???,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100049,DevOpsLab,Fullstack Developer,Valencia,España,Go,Spark,Senior,55349.0,Remoto,,,,,,,,,,,True,50K-75K,False,,España,Valencia,11,2025,50K-75K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100050,CyberShield,Data Engineer,Miami,USA,C#,Spark,Mid,87524.0,Híbrido,,,,,,,,,,,True,75K-100K,False,,Usa,Miami,11,2025,75K-100K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100051,CloudForge,Cloud Architect,Cartagena,Colombia,Python,Angular,Mid,15441.0,Híbrido,,,,,,,,,,,True,<50K,False,,Colombia,Cartagena,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100052,SoftSmart,Data Analyst,Valencia,España,TypeScript,Flask,Junior,31482.0,Presencial,,,,,,,,,,,True,<50K,False,,España,Valencia,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100053,Vertex AI,Backend Developer,Medellín,Colombia,Kotlin,FastAPI,Mid,12182.0,Presencial,,,,,,,,,,,True,<50K,False,,Colombia,Medellín,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100054,DevOpsLab,DevOps Engineer,CALI,Colombia,PHP,.NET,Mid,12454.0,Híbrido,,,,,,,,,,,True,<50K,False,,Colombia,Cali,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100055,BluePixel,Frontend Developer,Rosario,Argentina,PHP,Flask,Mid,19.602,Híbrido,,,,,,,,,,,True,<50K,False,,Argentina,Rosario,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100056,BluePixel,MLOps Engineer,Rosario,Argentina,JavaScript,React,Mid,19071.0,Híbrido,,,,,,,,,,,True,<50K,False,,Argentina,Rosario,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100057,SoftSmart,Data Engineer,Córdoba,Argentina,Java,,Senior,21.973,Presencial,,,,,,,,,,,True,<50K,False,,Argentina,Córdoba,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100058,DevOpsLab,ML Engineer,Austin,USA,Kotlin,.NET,Mid,102148.0,Híbrido,,,,,,,,,,,True,100K-150K,False,,Usa,Austin,11,2025,100K+,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100059,QuantumWare,Data Analyst,Unknown,Colombia,JavaScript,Spark,Junior,9463.0,Presencial,,,,,,,,,,,True,<50K,False,,Colombia,Unknown,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100060,Orion Cloud,DevOps Engineer,CDMX,México,JavaScript,Vue,Junior,16977.0,Remoto,,,,,,,,,,,True,<50K,False,,México,Cdmx,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100061,SoftSmart,Data Scientist,Barcelona,España,R,.NET,Mid,35897.0,Remoto,,,,,,,,,,,True,<50K,False,,España,Barcelona,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100062,Vertex AI,ML Engineer,barcelona,España,Scala,Vue,Senior,37987.0,Híbrido,,,,,,,,,,,True,<50K,False,,España,Barcelona,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100063,BluePixel,Data Scientist,Sevilla,España,JavaScript,Django,Mid,37432.0,Remoto,,,,,,,,,,,True,<50K,False,,España,Sevilla,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100064,Orion Cloud,Cloud Architect,Guadalajara,México,C#,Flask,Junior,18.071,Presencial,,,,,,,,,,,True,<50K,False,,México,Guadalajara,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100065,CodeWorks,Data Scientist,Bucaramanga,Colombia,JavaScript,React,Senior,15833.0,Presencial,,,,,,,,,,,True,<50K,False,,Colombia,Bucaramanga,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100066,CyberShield,Data Analyst,Santiago,Chile,Java,Angular,Senior,30328.0,Presencial,,,,,,,,,,,True,<50K,False,,Chile,Santiago,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100067,Orion Cloud,Frontend Developer,rosario,Argentina,PHP,Spark,Junior,13.135,Remoto,,,,,,,,,,,True,<50K,False,,Argentina,Rosario,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100068,SoftSmart,Cloud Architect,Cali,Colombia,Scala,Spark,Mid,10.109,Híbrido,,,,,,,,,,,True,<50K,False,,Colombia,Cali,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100069,Lambda Solutions,Data Engineer,BUENOS AIRES,Argentina,R,Node.js,Senior,26739.0,Presencial,,,,,,,,,,,True,<50K,False,,Argentina,Buenos Aires,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100070,SoftSmart,Frontend Developer,Monterrey,México,C#,React,Mid,14814.0,Remoto,,,,,,,,,,,True,<50K,False,,México,Monterrey,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100071,NeoTech,Cloud Architect,Santiago,Chile,R,Spark,Junior,24492.0,Remoto,,,,,,,,,,,True,<50K,False,,Chile,Santiago,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100072,CodeWorks,ML Engineer,New York,USA,R,FastAPI,Senior,,Híbrido,,,,,,,,,,,False,,False,,Usa,New York,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100073,Orion Cloud,Data Scientist,Córdoba,Argentina,Go,Spark,Senior,28.456,Remoto,,,,,,,,,,,True,<50K,False,,Argentina,Córdoba,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100074,CloudForge,Fullstack Developer,Lima,Perú,R,Flask,Senior,30636.0,Híbrido,,,,,,,,,,,True,<50K,False,,Perú,Lima,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100075,SoftSmart,Fullstack Developer,Austin,USA,Swift,FastAPI,Junior,93137.0,Remoto,,,,,,,,,,,True,75K-100K,False,,Usa,Austin,11,2025,75K-100K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100076,QuantumWare,Data Scientist,Bogotá,Colombia,R,Django,Mid,11617.0,Presencial,,,,,,,,,,,True,<50K,False,,Colombia,Bogotá,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100077,CodeWorks,Frontend Developer,Bucaramanga,Colombia,PHP,Angular,Mid,12597.0,Remoto,,,,,,,,,,,True,<50K,False,,Colombia,Bucaramanga,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100078,Orion Cloud,DevOps Engineer,???,México,Go,.NET,Mid,19984.0,Híbrido,,,,,,,,,,,True,<50K,False,,México,???,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100079,Lambda Solutions,Cloud Architect,Santiago,Chile,PHP,Laravel,Junior,19421.0,Remoto,,,,,,,,,,,True,<50K,False,,Chile,Santiago,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100080,RocketSoft,Cybersecurity Analyst,Buenos Aires,Argentina,Swift,Node.js,Junior,11.732,Presencial,,,,,,,,,,,True,<50K,False,,Argentina,Buenos Aires,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100081,RocketSoft,Data Engineer,Puebla,México,Kotlin,Spring,Junior,15814.0,Presencial,,,,,,,,,,,True,<50K,False,,México,Puebla,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100082,BluePixel,Frontend Developer,Austin,USA,Go,Laravel,Mid,107744.0,Híbrido,,,,,,,,,,,True,100K-150K,False,,Usa,Austin,11,2025,100K+,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100083,DevOpsLab,Frontend Developer,Barranquilla,Colombia,TypeScript,React,Mid,12747.0,Presencial,,,,,,,,,,,True,<50K,False,,Colombia,Barranquilla,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100084,CyberShield,MLOps Engineer,Barranquilla,Colombia,Kotlin,Django,Junior,8270.0,Híbrido,,,,,,,,,,,True,<50K,False,,Colombia,Barranquilla,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100085,NeoTech,Data Analyst,Cusco,Perú,Python,React,Senior,24459.0,Híbrido,,,,,,,,,,,True,<50K,False,,Perú,Cusco,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100086,Atlas Systems,MLOps Engineer,Concepción,Chile,Python,Flask,Senior,31.898,Remoto,,,,,,,,,,,True,<50K,False,,Chile,Concepción,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100087,SoftSmart,Frontend Developer,Barcelona,España,Python,Laravel,Senior,50.808,Híbrido,,,,,,,,,,,True,<50K,False,,España,Barcelona,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100088,BluePixel,Data Analyst,Valparaíso,Chile,C#,Django,Mid,29863.0,Híbrido,,,,,,,,,,,True,<50K,False,,Chile,Valparaíso,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100089,CloudForge,MLOps Engineer,Seattle,USA,JavaScript,.NET,Senior,,Híbrido,,,,,,,,,,,False,,False,,Usa,Seattle,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100090,Vertex AI,DevOps Engineer,Barcelona,España,R,Django,Mid,41815.0,Remoto,,,,,,,,,,,True,<50K,False,,España,Barcelona,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100091,GreenBit,Data Analyst,Seattle,USA,Java,.NET,Senior,,Remoto,,,,,,,,,,,False,,False,,Usa,Seattle,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100092,QuantumWare,Data Analyst,BARCELONA,España,TypeScript,Laravel,Mid,41856.0,Remoto,,,,,,,,,,,True,<50K,False,,España,Barcelona,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100093,CyberShield,DevOps Engineer,CDMX,México,Kotlin,React,Mid,17.966,Híbrido,,,,,,,,,,,True,<50K,False,,México,Cdmx,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100094,IA Factory,MLOps Engineer,Santiago,Chile,C#,Laravel,Mid,24716.0,Presencial,,,,,,,,,,,True,<50K,False,,Chile,Santiago,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100095,IA Factory,DevOps Engineer,Guadalajara,México,PHP,Flask,Junior,12.944,Presencial,,,,,,,,,,,True,<50K,False,,México,Guadalajara,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100096,Orion Cloud,Cybersecurity Analyst,Córdoba,Argentina,Scala,Angular,Senior,27765.0,Híbrido,,,,,,,,,,,True,<50K,False,,Argentina,Córdoba,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100097,Orion Cloud,ML Engineer,Cordoba,Argentina,Python,Django,Senior,37491.0,Híbrido,,,,,,,,,,,True,<50K,False,,Argentina,Cordoba,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100098,CloudForge,ML Engineer,Barranquilla,Colombia,PHP,.NET,Mid,13.564,Remoto,,,,,,,,,,,True,<50K,False,,Colombia,Barranquilla,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100099,Lambda Solutions,Data Engineer,Cusco,Perú,Swift,Flask,Junior,13.661,Remoto,,,,,,,,,,,True,<50K,False,,Perú,Cusco,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100100,RocketSoft,Frontend Developer,CDMX,México,JavaScript,Spark,Senior,23416.0,Remoto,,,,,,,,,,,True,<50K,False,,México,Cdmx,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100101,Orion Cloud,ML Engineer,Monterrey,México,Go,Vue,Mid,15.665,Híbrido,,,,,,,,,,,True,<50K,False,,México,Monterrey,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100102,QuantumWare,ML Engineer,SEATTLE,USA,Scala,Angular,Senior,,Remoto,,,,,,,,,,,False,,False,,Usa,Seattle,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100103,Vertex AI,Cloud Architect,Madrid,España,Swift,,Senior,56324.0,Presencial,,,,,,,,,,,True,50K-75K,False,,España,Madrid,11,2025,50K-75K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100104,Vertex AI,BI Developer,Lima,Perú,JavaScript,Node.js,Mid,14103.0,Presencial,,,,,,,,,,,True,<50K,False,,Perú,Lima,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100105,Atlas Systems,Frontend Developer,New York,USA,Scala,Laravel,Senior,,Remoto,,,,,,,,,,,False,,False,,Usa,New York,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100106,Vertex AI,Data Scientist,Concepción,Chile,JavaScript,FastAPI,Junior,18291.0,Remoto,,,,,,,,,,,True,<50K,False,,Chile,Concepción,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100107,Vertex AI,Cybersecurity Analyst,MIAMI,USA,C#,.NET,Senior,161.463,Presencial,,,,,,,,,,,True,<50K,False,,Usa,Miami,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100108,NeoTech,Data Engineer,???,Colombia,JavaScript,FastAPI,Junior,9825.0,Híbrido,,,,,,,,,,,True,<50K,False,,Colombia,???,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100109,CodeWorks,MLOps Engineer,Sevilla,España,Swift,Node.js,Senior,66.907,Remoto,,,,,,,,,,,True,<50K,False,,España,Sevilla,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100110,DataNova,DevOps Engineer,Bogota,Colombia,JavaScript,React,Junior,8940.0,Presencial,,,,,,,,,,,True,<50K,False,,Colombia,Bogota,11,2025,<25K,25-30,2024,11
